"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"16289","WDR74","cluster_000193","#50AA4E","WDR74","WDR74","Inflammatory Response ","4/236","CD40LG;CCR2;KLRG1;PTGDR",0.000267942856639939,0.0302816841969644,"GO:0006954"
"16290","WDR75","cluster_000167","#47A363","WDR75","WDR75","Negative Regulation Of Regulated Secretory Pathway ","2/8","REST;STXBP3",5.6534016206558e-05,0.0113633372575182,"GO:1903306"
"16291","WDR76","cluster_000486","#F0E231","WDR76","WDR76","Mitotic Sister Chromatid Segregation ","5/111","CENPE;PRC1;CENPK;NCAPG;NDC80",5.25482095913755e-08,7.32290438172126e-06,"GO:0000070"
"16292","WDR77","cluster_000487","#EFE131","WDR77","WDR77","Mitotic Sister Chromatid Segregation ","5/111","CENPE;PRC1;CENPK;NCAPG;NDC80",5.25482095913755e-08,7.32290438172126e-06,"GO:0000070"
"16293","WDR81","cluster_000363","#F07717","WDR81","WDR81","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
"16294","WDR82","cluster_000011","#D1242C","WDR82","WDR82","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"16295","WDR83","cluster_000016","#C82934","WDR83","WDR83","rRNA Catabolic Process ","3/19","TRIR;ZCCHC7;EXOSC2",9.39188834524326e-06,0.00262972873666811,"GO:0016075"
"16296","WDR83OS","cluster_000081","#506FA0","WDR83OS","WDR83OS","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"16297","WDR86","cluster_000022","#BD303E","WDR86","WDR86","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"16298","WDR86-AS1","cluster_000367","#F47A10","WDR86-AS1","WDR86-AS1","Ribosomal Small Subunit Biogenesis ","2/84","WDR36;RIOK2",0.00381256561631653,0.0946903796540223,"GO:0042274"
"16299","WDR87","cluster_000049","#8B4D6B","WDR87","WDR87","Internal Peptidyl-Lysine Acetylation ","2/39","ATAT1;KAT2A",0.00249172839958229,0.146644693514301,"GO:0018393"
"16300","WDR88","cluster_000650","#EF7DB1","WDR88","WDR88","Protein Destabilization ","2/36","CAPN3;CTSH",0.000282782621321006,0.0325665982065935,"GO:0031648"
"16301","WDR89","cluster_000009","#D52229","WDR89","WDR89","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"16302","WDR90","cluster_000442","#FFD823","WDR90","WDR90","Cellular Response To Sterol ","2/15","INSIG2;RORA",9.89757503698104e-05,0.0252388163443016,"GO:0036315"
"16303","WDR91","cluster_000065","#6E5E86","WDR91","WDR91","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"16304","WDR92","cluster_000003","#E01C1F","WDR92","WDR92","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"16305","WDR93","cluster_000190","#4DAD4B","WDR93","WDR93","Regulation Of Neutrophil Migration ","2/8","MPP1;SLAMF8",5.26456172967687e-05,0.0163481856979941,"GO:1902622"
"16306","WDR97","cluster_000208","#5C9B5C","WDR97","WDR97","Cilium Organization ","5/228","WDPCP;KIFAP3;CEP20;CEP290;CFAP20",1.21220315273821e-05,0.00220620973798354,"GO:0044782"
"16307","WDSUB1","cluster_000524","#CC9E2C","WDSUB1","WDSUB1","Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling ","3/175","TNIP2;LTBR;JMJD8",0.000487801289476404,0.0598665271175419,"GO:0043123"
"16308","WDTC1","cluster_000579","#B25C3F","WDTC1","WDTC1","Sphingosine-1-Phosphate Receptor Signaling Pathway ","1/8","SPNS2",0.00678090602009761,0.0709157828922053,"GO:0003376"
"16309","WEE1","cluster_000158","#459E6E","WEE1","WEE1","Establishment Of Protein Localization To Mitochondrion ","4/44","TIMM13;TIMM17B;TIMM44;TIMM50",4.64748720081316e-07,0.000124087908261711,"GO:0072655"
"16310","WEE2-AS1","cluster_000444","#FFDB24","WEE2-AS1","WEE2-AS1","Glucocorticoid Biosynthetic Process ","1/5","CYP21A2",0.00499044069595166,0.0775327444046189,"GO:0006704"
"16311","WFDC1","cluster_000012","#CF252E","WFDC1","WFDC1","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"16312","WFDC10B","cluster_000545","#B8782A","WFDC10B","WFDC10B","Negative Regulation Of Execution Phase Of Apoptosis ","2/19","MTRNR2L8;MTRNR2L2",0.000115296872353532,0.0104880576912313,"GO:1900118"
"16313","WFDC13","cluster_000545","#B8782A","WFDC13","WFDC13","Negative Regulation Of Execution Phase Of Apoptosis ","2/19","MTRNR2L8;MTRNR2L2",0.000115296872353532,0.0104880576912313,"GO:1900118"
"16314","WFDC2","cluster_000247","#7B7281","WFDC2","WFDC2","Adiponectin-Activated Signaling Pathway ","1/5","APLP2",0.00623493907047315,0.100479058621264,"GO:0033211"
"16315","WFDC21P","cluster_000472","#FDFC32","WFDC21P","WFDC21P","Cytokine-Mediated Signaling Pathway ","7/257","CXCL10;CXCL9;CXCL11;SOCS1;EBI3;CXCL13;IL12RB2",2.35471875613947e-09,2.94339844517434e-07,"GO:0019221"
"16316","WFDC3","cluster_000545","#B8782A","WFDC3","WFDC3","Negative Regulation Of Execution Phase Of Apoptosis ","2/19","MTRNR2L8;MTRNR2L2",0.000115296872353532,0.0104880576912313,"GO:1900118"
"16317","WFDC5","cluster_000515","#D4AE2D","WFDC5","WFDC5","Regulation Of Circadian Sleep/Wake Cycle ","1/5","PER3",0.00449229270839297,0.0820100533090671,"GO:0042749"
"16318","WFDC8","cluster_000499","#E3CB2F","WFDC8","WFDC8","Glycolytic Process ","7/29","GPI;LDHA;TPI1;PKM;PGAM1;PGK1;GAPDH",3.06238582546617e-16,5.42042291107513e-14,"GO:0006096"
"16319","WFIKKN1","cluster_000028","#B23648","WFIKKN1","WFIKKN1","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16320","WFS1","cluster_000274","#91569A","WFS1","WFS1","Positive Regulation Of Nitrogen Compound Metabolic Process ","2/33","WFS1;KLF2",0.000712285526811214,0.0986596011543697,"GO:0051173"
"16321","WHAMM","cluster_000067","#6A6089","WHAMM","WHAMM","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"16322","WHAMMP1","cluster_000136","#409387","WHAMMP1","WHAMMP1","Peptidyl-Tyrosine Phosphorylation ","3/67","ABI2;FLT3;CLK2",0.000136735290542393,0.0273470581084787,"GO:0018108"
"16323","WHAMMP2","cluster_000132","#3F918C","WHAMMP2","WHAMMP2","Isoprenoid Biosynthetic Process ","2/8","MVD;PDSS1",6.05600788972395e-05,0.006449648402556,"GO:0008299"
"16324","WHAMMP3","cluster_000256","#826989","WHAMMP3","WHAMMP3","Medium-Chain Fatty Acid Metabolic Process ","2/14","CYP4Z1;CYP4A22",0.00013525136020906,0.0170416713863416,"GO:0051791"
"16325","WHRN","cluster_000506","#DDBE2E","WHRN","WHRN","Vocal Learning ","1/5","HTT",0.00474139160939957,0.0953152298399309,"GO:0042297"
"16326","WIPF1","cluster_000674","#E785B8","WIPF1","WIPF1","Regulation Of Endothelial Cell-Matrix Adhesion Via Fibronectin ","1/5","GFUS",0.00349539889312047,0.0577045349152252,"GO:1904904"
"16327","WIPF2","cluster_000497","#E5CF2F","WIPF2","WIPF2","Axonogenesis ","4/188","FEZ1;MAP1B;MAP1A;GLI2",2.62429515923753e-05,0.00852895926752197,"GO:0007409"
"16328","WIPF3","cluster_000456","#FFEB2B","WIPF3","WIPF3","Regulation Of Transport ","2/44","CLDN10;REEP5",0.000876366632994734,0.0449123555906106,"GO:0051049"
"16329","WIPI1","cluster_000403","#FFA30E","WIPI1","WIPI1","Blood Vessel Diameter Maintenance ","2/36","NPR1;AGT",0.000647427202142013,0.0617656241162395,"GO:0097746"
"16330","WIPI2","cluster_000008","#D72127","WIPI2","WIPI2","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"16331","WIZ","cluster_000165","#47A265","WIZ","WIZ","Negative Regulation Of Regulated Secretory Pathway ","2/8","REST;STXBP3",5.6534016206558e-05,0.0113633372575182,"GO:1903306"
"16332","WLS","cluster_000027","#B43547","WLS","WLS","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16333","WNK1","cluster_000551","#B26D29","WNK1","WNK1","Action Potential ","2/35","CHRNA1;KCNE3",0.00039798731156283,0.0521363378147307,"GO:0001508"
"16334","WNK2","cluster_000012","#CF252E","WNK2","WNK2","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"16335","WNK3","cluster_000568","#A9572E","WNK3","WNK3","Cellular Response To Osmotic Stress ","2/28","WNK3;AQP5",0.000253724283258192,0.0188397290824134,"GO:0071470"
"16336","WNK4","cluster_000474","#FBF832","WNK4","WNK4","Cytokine-Mediated Signaling Pathway ","7/257","CXCL10;CXCL9;CXCL11;SOCS1;EBI3;CXCL13;IL12RB2",2.35471875613947e-09,2.94339844517434e-07,"GO:0019221"
"16337","WNT10A","cluster_000029","#B0374A","WNT10A","WNT10A","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"16338","WNT10B","cluster_000683","#DE87B4","WNT10B","WNT10B","Positive Regulation Of Programmed Necrotic Cell Death ","1/5","IGF2BP1",0.00324605087508978,0.050623254310157,"GO:0062100"
"16339","WNT11","cluster_000353","#E57228","WNT11","WNT11","Negative Regulation Of T Cell Differentiation In Thymus ","1/5","TMEM131L",0.00548838944332051,0.0789086497116852,"GO:0033085"
"16340","WNT2","cluster_000545","#B8782A","WNT2","WNT2","Negative Regulation Of Execution Phase Of Apoptosis ","2/19","MTRNR2L8;MTRNR2L2",0.000115296872353532,0.0104880576912313,"GO:1900118"
"16341","WNT2B","cluster_000514","#D5B02D","WNT2B","WNT2B","Regulation Of Circadian Sleep/Wake Cycle ","1/5","PER3",0.00449229270839297,0.0820100533090671,"GO:0042749"
"16342","WNT3","cluster_000351","#E3712C","WNT3","WNT3","Negative Regulation Of T Cell Differentiation In Thymus ","1/5","TMEM131L",0.00548838944332051,0.0789086497116852,"GO:0033085"
"16343","WNT4","cluster_000415","#FFB314","WNT4","WNT4","Negative Regulation Of Osteoclast Differentiation ","2/21","LILRB3;LTF",0.000197241423521882,0.0335011049028296,"GO:0045671"
"16344","WNT5A","cluster_000385","#FF8A04","WNT5A","WNT5A","Positive Regulation Of Ossification ","2/41","WNT5A;GPM6B",0.000840023144437362,0.079829916583669,"GO:0045778"
"16345","WNT5B","cluster_000352","#E4722A","WNT5B","WNT5B","Negative Regulation Of T Cell Differentiation In Thymus ","1/5","TMEM131L",0.00548838944332051,0.0789086497116852,"GO:0033085"
"16346","WNT7A","cluster_000415","#FFB314","WNT7A","WNT7A","Negative Regulation Of Osteoclast Differentiation ","2/21","LILRB3;LTF",0.000197241423521882,0.0335011049028296,"GO:0045671"
"16347","WNT7B","cluster_000149","#439A78","WNT7B","WNT7B","One-Carbon Compound Transport ","3/35","SLC14A1;SLC14A2;SLC4A11",1.73870582528189e-05,0.00361650811658634,"GO:0019755"
"16348","WNT9B","cluster_000012","#CF252E","WNT9B","WNT9B","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"16349","WRAP53","cluster_000123","#3D8C97","WRAP53","WRAP53","Regulation Of Double-Strand Break Repair ","3/88","TERF2IP;YEATS4;BRD7",0.000338419029096839,0.0786695779061084,"GO:2000779"
"16350","WRAP73","cluster_000632","#E07594","WRAP73","WRAP73","Cellular Response To Iron Ion ","1/5","F3",0.00374469708393798,0.0709259208742228,"GO:0071281"
"16351","WRN","cluster_000502","#E1C62F","WRN","WRN","Macroautophagy ","3/104","PLAA;VPS37A;YOD1",0.00012457269929357,0.0130322991855924,"GO:0016236"
"16352","WRNIP1","cluster_000058","#7A567A","WRNIP1","WRNIP1","mRNA Transport ","3/58","XPO1;NUP85;THOC3",0.000154383359241438,0.0168998885591137,"GO:0051028"
"16353","WSB1","cluster_000024","#B93242","WSB1","WSB1","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"16354","WSB2","cluster_000376","#FE7E00","WSB2","WSB2","Protein C-linked Glycosylation Via 2'-alpha-mannosyl-L-tryptophan ","1/5","DPY19L4",0.00548838944332051,0.114515933678639,"GO:0018406"
"16355","WSCD1","cluster_000337","#D36A44","WSCD1","WSCD1","cAMP-mediated Signaling ","2/26","PDE7B;RAPGEF3",0.00040428492626814,0.0671112977605112,"GO:0019933"
"16356","WSCD2","cluster_000012","#CF252E","WSCD2","WSCD2","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"16357","WT1","cluster_000082","#4E70A2","WT1","WT1","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"16358","WT1-AS","cluster_000082","#4E70A2","WT1-AS","WT1-AS","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"16359","WTAP","cluster_000026","#B53445","WTAP","WTAP","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"16360","WTAPP1","cluster_000062","#735A81","WTAPP1","WTAPP1","Regulation Of Protein Glycosylation ","2/7","ALG10B;FKTN",6.57764051548737e-05,0.0126948461948906,"GO:0060049"
"16361","WTIP","cluster_000393","#FF9508","WTIP","WTIP","Positive Regulation Of Cilium Movement ","1/6","TACR1",0.00628419133253944,0.115893893204117,"GO:0003353"
"16362","WWC1","cluster_000325","#C66459","WWC1","WWC1","Regulation Of Erythrocyte Differentiation ","2/36","BRD1;ZFPM1",0.000778233041829147,0.0706736737162541,"GO:0045646"
"16363","WWC2","cluster_000510","#D9B72E","WWC2","WWC2","Protein Modification By Small Protein Conjugation Or Removal ","1/5","DESI1",0.00449229270839297,0.0673252092853559,"GO:0070647"
"16364","WWC2-AS2","cluster_000453","#FFE729","WWC2-AS2","WWC2-AS2","Histone Modification ","3/81","HDAC2;TADA2A;RBBP7",6.94160098096877e-05,0.00652310710605077,"GO:0016570"
"16365","WWC3","cluster_000679","#E286B6","WWC3","WWC3","Protein Maturation ","2/117","CASP10;PHEX",0.00253736871444115,0.0663041748491649,"GO:0051604"
"16366","WWOX","cluster_000020","#C02E3B","WWOX","WWOX","Vasoconstriction ","2/9","EDN1;EDN2",0.000160994001630338,0.0233619870285999,"GO:0042310"
"16367","WWP1","cluster_000377","#FF7F00","WWP1","WWP1","Protein Localization To Non-Motile Cilium ","1/5","SPATA7",0.00523943997247116,0.0715302543700838,"GO:0097499"
"16368","WWP2","cluster_000107","#3984A9","WWP2","WWP2","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"16369","WWTR1","cluster_000588","#BA604E","WWTR1","WWTR1","Central Nervous System Development ","3/283","MYRF;TBC1D23;PBX1",0.00136941226989826,0.0772303918610819,"GO:0007417"
"16370","XAB2","cluster_000304","#AF597D","XAB2","XAB2","tRNA Aminoacylation For Mitochondrial Protein Translation ","1/7","TARS2",0.00837097899164431,0.107812043496991,"GO:0070127"
"16371","XAF1","cluster_000171","#48A55E","XAF1","XAF1","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"16372","XBP1","cluster_000619","#D56F80","XBP1","XBP1","Signal Peptide Processing ","3/13","SPCS3;SPCS2;SEC11C",9.71615900442642e-08,1.53515312269937e-05,"GO:0006465"
"16373","XCL1","cluster_000179","#4AA955","XCL1","XCL1","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"16374","XCR1","cluster_000546","#B7762A","XCR1","XCR1","Regulation Of Regulatory T Cell Differentiation ","3/22","TNFSF4;CTLA4;FOXP3",7.77644034453368e-07,0.000167193467407474,"GO:0045589"
"16375","XDH","cluster_000070","#64638E","XDH","XDH","Golgi Vesicle Transport ","4/197","TRAPPC5;SNX12;ERGIC3;COPE",0.000376399177200131,0.0463025991810097,"GO:0048193"
"16376","XG","cluster_000519","#D0A72D","XG","XG","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"16377","XIAP","cluster_000122","#3D8C98","XIAP","XIAP","Regulation Of Double-Strand Break Repair ","3/88","TERF2IP;YEATS4;BRD7",0.000338419029096839,0.0786695779061084,"GO:2000779"
"16378","XIRP1","cluster_000398","#FF9C0B","XIRP1","XIRP1","Negative Regulation Of Developmental Growth ","2/31","MYOZ1;NKD1",0.00047937621131243,0.0456025979658042,"GO:0048640"
"16379","XIRP2","cluster_000055","#805375","XIRP2","XIRP2","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"16380","XIST","cluster_000115","#3B88A0","XIST","XIST","[2Fe-2S] Cluster Assembly ","3/9","NFS1;GLRX5;FXN",2.81417091402286e-07,4.30568149845498e-05,"GO:0044571"
"16381","XK","cluster_000395","#FF980A","XK","XK","Positive Regulation Of Cilium Movement ","1/6","TACR1",0.00628419133253944,0.115893893204117,"GO:0003353"
"16382","XKR4","cluster_000006","#DA1F24","XKR4","XKR4","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"16383","XKR5","cluster_000697","#D08AAF","XKR5","XKR5","Regulation Of Extracellular Exosome Assembly ","1/5","SDC1",0.00324605087508978,0.039826118611619,"GO:1903551"
"16384","XKR6","cluster_000348","#DF7031","XKR6","XKR6","Positive Regulation Of Cell Death ","2/50","MAPT;PRODH",0.001370383663162,0.0783464957475828,"GO:0010942"
"16385","XKR7","cluster_000049","#8B4D6B","XKR7","XKR7","Internal Peptidyl-Lysine Acetylation ","2/39","ATAT1;KAT2A",0.00249172839958229,0.146644693514301,"GO:0018393"
"16386","XKR8","cluster_000297","#A7558A","XKR8","XKR8","Regulation Of Hydrogen Peroxide Metabolic Process ","1/5","NOXA1",0.00598613898759602,0.0643910501556496,"GO:0010310"
"16387","XKR9","cluster_000553","#B06A29","XKR9","XKR9","Organelle Fission ","2/22","MTFP1;PEX11A",0.000155518877333677,0.0270602846560598,"GO:0048285"
"16388","XKRX","cluster_000655","#F47FB9","XKRX","XKRX","Positive Regulation Of Podosome Assembly ","1/5","IL5",0.00349539889312047,0.0685202463650387,"GO:0071803"
"16389","XPA","cluster_000303","#AE587F","XPA","XPA","tRNA Aminoacylation For Mitochondrial Protein Translation ","1/7","TARS2",0.00837097899164431,0.107812043496991,"GO:0070127"
"16390","XPC","cluster_000036","#A33F56","XPC","XPC","Peptidyl-Serine Autophosphorylation ","2/7","PIKFYVE;RIPK1",7.73269914875204e-05,0.0283016788844324,"GO:0036289"
"16391","XPNPEP1","cluster_000408","#FFA911","XPNPEP1","XPNPEP1","Bradykinin Catabolic Process ","1/5","XPNPEP1",0.00523943997247116,0.113217538271567,"GO:0010815"
"16392","XPNPEP2","cluster_000153","#449C73","XPNPEP2","XPNPEP2","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"16393","XPNPEP3","cluster_000369","#F67B0D","XPNPEP3","XPNPEP3","Ribosomal Small Subunit Biogenesis ","2/84","WDR36;RIOK2",0.00381256561631653,0.0946903796540223,"GO:0042274"
"16394","XPO1","cluster_000056","#7E5477","XPO1","XPO1","mRNA Transport ","3/58","XPO1;NUP85;THOC3",0.000154383359241438,0.0168998885591137,"GO:0051028"
"16395","XPO4","cluster_000033","#A93C51","XPO4","XPO4","Histone H4-K5 Acetylation ","2/15","JADE3;OGT",0.000402820303489047,0.0375965616589777,"GO:0043981"
"16396","XPO5","cluster_000602","#C66764","XPO5","XPO5","Regulation Of Actin Filament-Based Process ","2/70","PRKCD;IQGAP2",0.00140379744665041,0.0657066725128595,"GO:0032970"
"16397","XPO6","cluster_000101","#3881B0","XPO6","XPO6","Substantia Nigra Development ","2/42","ERCC4;CALM3",0.00205171011354824,0.131787366258083,"GO:0021762"
"16398","XPO7","cluster_000068","#68618B","XPO7","XPO7","Golgi Vesicle Transport ","4/197","TRAPPC5;SNX12;ERGIC3;COPE",0.000376399177200131,0.0463025991810097,"GO:0048193"
"16399","XPOT","cluster_000231","#6E8372","XPOT","XPOT","Negative Regulation Of Osteoblast Proliferation ","2/7","SFRP1;PLXNB1",3.39886991690106e-05,0.0104345306448862,"GO:0033689"
"16400","XPR1","cluster_000300","#AB5784","XPR1","XPR1","Mitochondrial Fission ","3/13","FIS1;MIEF1;MFF",4.30761214933425e-07,9.60597509301539e-05,"GO:0000266"
"16401","XRCC1","cluster_000253","#806C86","XRCC1","XRCC1","Cell-Cell Junction Assembly ","4/71","CDH5;CLDN5;RAMP2;DCHS1",1.74307438523011e-06,0.000641451373764681,"GO:0007043"
"16402","XRCC2","cluster_000137","#409386","XRCC2","XRCC2","Peptidyl-Tyrosine Phosphorylation ","3/67","ABI2;FLT3;CLK2",0.000136735290542393,0.0273470581084787,"GO:0018108"
"16403","XRCC3","cluster_000365","#F27813","XRCC3","XRCC3","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
